MassiveID	filename	SampleType	SampleTypeSub1	NCBITaxonomy	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	UniqueSubjectID	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	NCBIRank	NCBIDivision	ENVOEnvironmentBiome	ENVOEnvironmentMaterial	ENVOEnvironmentBiomeIndex	ENVOEnvironmentMaterialIndex	TubeID	SampleName	ATTRIBUTE_lifestage	ATTRIBUTE_SPE_cartridge	ATTRIBUTE_pH	ATTRIBUTE_SampleCollectionMethod	ATTRIBUTE_SampleExtractionMethod
MSV000097815	1_larvae_day1_PPL_pH2.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (PPL)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	1_larvae_day1_PPL_pH2	0.00273973	not applicable	exudate	not applicable	healthy	not applicable	not applicable	11/23/2024	Australia	not applicable	-19.26639000|146.80569001	-0.5								ENVO:01000050	ENVO:00002150			1	larvae_day1_PPL_pH2	larvae	PPL	2	liquid, solid phase extraction (PPL, pH2)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	2_larvae_day1_PPL_pH2.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (PPL)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	2_larvae_day1_PPL_pH2	0.00273973	not applicable	exudate	not applicable	healthy	not applicable	not applicable	11/23/2024	Australia	not applicable	-19.26639000|146.80569001	-0.5								ENVO:01000050	ENVO:00002150			2	larvae_day1_PPL_pH2	larvae	PPL	2	liquid, solid phase extraction (PPL, pH2)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	3_larvae_day1_ENVIP_pH2.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (ENVI-Carb)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	3_larvae_day1_ENVIP_pH2	0.00273973	not applicable	exudate	not applicable	healthy	not applicable	not applicable	11/23/2024	Australia	not applicable	-19.26639000|146.80569001	-0.5								ENVO:01000050	ENVO:00002150			3	larvae_day1_ENVIP_pH2	larvae	ENVI	2	liquid, solid phase extraction (ENVI-Carb, pH2)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	4_larvae_day1_HBL_pH2.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (HLB)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	4_larvae_day1_HBL_pH2	0.00273973	not applicable	exudate	not applicable	healthy	not applicable	not applicable	11/23/2024	Australia	not applicable	-19.26639000|146.80569001	-0.5								ENVO:01000050	ENVO:00002150			4	larvae_day1_HBL_pH2	larvae	HLB	2	liquid, solid phase extraction (HLB, pH2)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	5_larvae_day1_ENVIH_pH2.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (ENVI-Carb)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	5_larvae_day1_ENVIH_pH2	0.00273973	not applicable	exudate	not applicable	healthy	not applicable	not applicable	11/23/2024	Australia	not applicable	-19.26639000|146.80569001	-0.5								ENVO:01000050	ENVO:00002150			5	larvae_day1_ENVIH_pH2	larvae	ENVI	2	liquid, solid phase extraction (ENVI-Carb, pH2)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	6_larvae_day1_PPL_pH8.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (PPL)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	6_larvae_day1_PPL_pH8	0.00273973	not applicable	exudate	not applicable	healthy	not applicable	not applicable	11/23/2024	Australia	not applicable	-19.26639000|146.80569001	-0.5								ENVO:01000050	ENVO:00002150			6	larvae_day1_PPL_pH8	larvae	PPL	8	liquid, solid phase extraction (PPL, pH8)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	7_larvae_day1_PPL_pH8.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (PPL)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	7_larvae_day1_PPL_pH8	0.00273973	not applicable	exudate	not applicable	healthy	not applicable	not applicable	11/23/2024	Australia	not applicable	-19.26639000|146.80569001	-0.5								ENVO:01000050	ENVO:00002150			7	larvae_day1_PPL_pH8	larvae	PPL	8	liquid, solid phase extraction (PPL, pH8)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	8_larvae_day1_ENVIP_pH8.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (ENVI-Carb)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	8_larvae_day1_ENVIP_pH8	0.00273973	not applicable	exudate	not applicable	healthy	not applicable	not applicable	11/23/2024	Australia	not applicable	-19.26639000|146.80569001	-0.5								ENVO:01000050	ENVO:00002150			8	larvae_day1_ENVIP_pH8	larvae	ENVI	8	liquid, solid phase extraction (ENVI-Carb, pH8)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	9_larvae_day1_HBL_pH8.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (HLB)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	9_larvae_day1_HBL_pH8	0.00273973	not applicable	exudate	not applicable	healthy	not applicable	not applicable	11/23/2024	Australia	not applicable	-19.26639000|146.80569001	-0.5								ENVO:01000050	ENVO:00002150			9	larvae_day1_HBL_pH8	larvae	HLB	8	liquid, solid phase extraction (HLB, pH8)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	10_larvae_day1_ENVIH_pH8.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (ENVI-Carb)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	10_larvae_day1_ENVIH_pH8	0.00273973	not applicable	exudate	not applicable	healthy	not applicable	not applicable	11/23/2024	Australia	not applicable	-19.26639000|146.80569001	-0.5								ENVO:01000050	ENVO:00002150			10	larvae_day1_ENVIH_pH8	larvae	ENVI	8	liquid, solid phase extraction (ENVI-Carb, pH8)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	11_larvae_day4_PPL_pH2.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (PPL)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	11_larvae_day4_PPL_pH2	0.0109589	not applicable	exudate	not applicable	healthy	not applicable	not applicable	11/26/2024	Australia	not applicable	-19.26639000|146.80569001	-0.5								ENVO:01000050	ENVO:00002150			11	larvae_day4_PPL_pH2	larvae	PPL	2	liquid, solid phase extraction (PPL, pH2)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	12_larvae_day4_PPL_pH2.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (PPL)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	12_larvae_day4_PPL_pH2	0.0109589	not applicable	exudate	not applicable	healthy	not applicable	not applicable	11/26/2024	Australia	not applicable	-19.26639000|146.80569001	-0.5								ENVO:01000050	ENVO:00002150			12	larvae_day4_PPL_pH2	larvae	PPL	2	liquid, solid phase extraction (PPL, pH2)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	13_larvae_day4_ENVIP_pH2.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (ENVI-Carb)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	13_larvae_day4_ENVIP_pH2	0.0109589	not applicable	exudate	not applicable	healthy	not applicable	not applicable	11/26/2024	Australia	not applicable	-19.26639000|146.80569001	-0.5								ENVO:01000050	ENVO:00002150			13	larvae_day4_ENVIP_pH2	larvae	ENVI	2	liquid, solid phase extraction (ENVI-Carb, pH2)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	14_larvae_day4_HBL_pH2.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (HLB)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	14_larvae_day4_HBL_pH2	0.0109589	not applicable	exudate	not applicable	healthy	not applicable	not applicable	11/26/2024	Australia	not applicable	-19.26639000|146.80569001	-0.5								ENVO:01000050	ENVO:00002150			14	larvae_day4_HBL_pH2	larvae	HLB	2	liquid, solid phase extraction (HLB, pH2)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	15_larvae_day4_ENVIH_pH2.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (ENVI-Carb)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	15_larvae_day4_ENVIH_pH2	0.0109589	not applicable	exudate	not applicable	healthy	not applicable	not applicable	11/26/2024	Australia	not applicable	-19.26639000|146.80569001	-0.5								ENVO:01000050	ENVO:00002150			15	larvae_day4_ENVIH_pH2	larvae	ENVI	2	liquid, solid phase extraction (ENVI-Carb, pH2)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	16_larvae_day4_PPL_pH8.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (PPL)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	16_larvae_day4_PPL_pH8	0.0109589	not applicable	exudate	not applicable	healthy	not applicable	not applicable	11/26/2024	Australia	not applicable	-19.26639000|146.80569001	-0.5								ENVO:01000050	ENVO:00002150			16	larvae_day4_PPL_pH8	larvae	PPL	8	liquid, solid phase extraction (PPL, pH8)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	17_larvae_day4_PPL_pH8.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (PPL)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	17_larvae_day4_PPL_pH8	0.0109589	not applicable	exudate	not applicable	healthy	not applicable	not applicable	11/26/2024	Australia	not applicable	-19.26639000|146.80569001	-0.5								ENVO:01000050	ENVO:00002150			17	larvae_day4_PPL_pH8	larvae	PPL	8	liquid, solid phase extraction (PPL, pH8)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	18_larvae_day4_ENVIP_pH8.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (ENVI-Carb)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	18_larvae_day4_ENVIP_pH8	0.0109589	not applicable	exudate	not applicable	healthy	not applicable	not applicable	11/26/2024	Australia	not applicable	-19.26639000|146.80569001	-0.5								ENVO:01000050	ENVO:00002150			18	larvae_day4_ENVIP_pH8	larvae	ENVI	8	liquid, solid phase extraction (ENVI-Carb, pH8)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	19_larvae_day4_HBL_pH8.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (HLB)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	19_larvae_day4_HBL_pH8	0.0109589	not applicable	exudate	not applicable	healthy	not applicable	not applicable	11/26/2024	Australia	not applicable	-19.26639000|146.80569001	-0.5								ENVO:01000050	ENVO:00002150			19	larvae_day4_HBL_pH8	larvae	HLB	8	liquid, solid phase extraction (HLB, pH8)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	20_larvae_day4_ENVIH_pH8.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (ENVI-Carb)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	20_larvae_day4_ENVIH_pH8	0.0109589	not applicable	exudate	not applicable	healthy	not applicable	not applicable	11/26/2024	Australia	not applicable	-19.26639000|146.80569001	-0.5								ENVO:01000050	ENVO:00002150			20	larvae_day4_ENVIH_pH8	larvae	ENVI	8	liquid, solid phase extraction (ENVI-Carb, pH8)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	21_recruit_day9_PPL_pH2.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (PPL)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	21_recruit_day9_PPL_pH2	0.0246575	not applicable	exudate	not applicable	healthy	not applicable	not applicable	12/1/2024	Australia	not applicable	-19.26639000|146.80569001	-0.001								ENVO:01000050	ENVO:00002150			21	recruit_day9_PPL_pH2	recruit	PPL	2	liquid, solid phase extraction (PPL, pH2)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	22_recruit_day9_ENVIP_pH2.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (ENVI-Carb)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	22_recruit_day9_ENVIP_pH2	0.0246575	not applicable	exudate	not applicable	healthy	not applicable	not applicable	12/1/2024	Australia	not applicable	-19.26639000|146.80569001	-0.001								ENVO:01000050	ENVO:00002150			22	recruit_day9_ENVIP_pH2	recruit	ENVI	2	liquid, solid phase extraction (ENVI-Carb, pH2)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	23_recruit_day9_HLB_pH2.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (HLB)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	23_recruit_day9_HLB_pH2	0.0246575	not applicable	exudate	not applicable	healthy	not applicable	not applicable	12/1/2024	Australia	not applicable	-19.26639000|146.80569001	-0.001								ENVO:01000050	ENVO:00002150			23	recruit_day9_HLB_pH2	recruit	HLB	2	liquid, solid phase extraction (HLB, pH2)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	24_recruit_day9_ENVIH_pH2.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (ENVI-Carb)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	24_recruit_day9_ENVIH_pH2	0.0246575	not applicable	exudate	not applicable	healthy	not applicable	not applicable	12/1/2024	Australia	not applicable	-19.26639000|146.80569001	-0.001								ENVO:01000050	ENVO:00002150			24	recruit_day9_ENVIH_pH2	recruit	ENVI	2	liquid, solid phase extraction (ENVI-Carb, pH2)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	25_recruit_day9_PPL_pH8.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (PPL)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	25_recruit_day9_PPL_pH8	0.0246575	not applicable	exudate	not applicable	healthy	not applicable	not applicable	12/1/2024	Australia	not applicable	-19.26639000|146.80569001	-0.001								ENVO:01000050	ENVO:00002150			25	recruit_day9_PPL_pH8	recruit	PPL	8	liquid, solid phase extraction (PPL, pH8)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	26_recruit_day9_ENVIP_pH8.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (ENVI-Carb)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	26_recruit_day9_ENVIP_pH8	0.0246575	not applicable	exudate	not applicable	healthy	not applicable	not applicable	12/1/2024	Australia	not applicable	-19.26639000|146.80569001	-0.001								ENVO:01000050	ENVO:00002150			26	recruit_day9_ENVIP_pH8	recruit	ENVI	8	liquid, solid phase extraction (ENVI-Carb, pH8)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	27_recruit_day9_HLB_pH8.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (HLB)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	27_recruit_day9_HLB_pH8	0.0246575	not applicable	exudate	not applicable	healthy	not applicable	not applicable	12/1/2024	Australia	not applicable	-19.26639000|146.80569001	-0.001								ENVO:01000050	ENVO:00002150			27	recruit_day9_HLB_pH8	recruit	HLB	8	liquid, solid phase extraction (HLB, pH8)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	28_recruit_day9_ENVIH_pH8.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (ENVI-Carb)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	28_recruit_day9_ENVIH_pH8	0.0246575	not applicable	exudate	not applicable	healthy	not applicable	not applicable	12/1/2024	Australia	not applicable	-19.26639000|146.80569001	-0.001								ENVO:01000050	ENVO:00002150			28	recruit_day9_ENVIH_pH8	recruit	ENVI	8	liquid, solid phase extraction (ENVI-Carb, pH8)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	29_recruit_C_day12_ENVIP_pH2.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (ENVI-Carb)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	29_recruit_C_day12_ENVIP_pH2	0.0328767	not applicable	exudate	not applicable	healthy	not applicable	not applicable	12/4/2024	Australia	not applicable	-19.26639000|146.80569001	-0.001								ENVO:01000050	ENVO:00002150			29	recruit_C_day12_ENVIP_pH2	recruit_C	ENVI	2	liquid, solid phase extraction (ENVI-Carb, pH2)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	30_recruit_C_day12_HLB_pH2.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (HLB)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	30_recruit_C_day12_HLB_pH2	0.0328767	not applicable	exudate	not applicable	healthy	not applicable	not applicable	12/4/2024	Australia	not applicable	-19.26639000|146.80569001	-0.001								ENVO:01000050	ENVO:00002150			30	recruit_C_day12_HLB_pH2	recruit_C	HLB	2	liquid, solid phase extraction (HLB, pH2)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	31_recruit_C_day12_ENVIH_pH2.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (ENVI-Carb)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	31_recruit_C_day12_ENVIH_pH2	0.0328767	not applicable	exudate	not applicable	healthy	not applicable	not applicable	12/4/2024	Australia	not applicable	-19.26639000|146.80569001	-0.001								ENVO:01000050	ENVO:00002150			31	recruit_C_day12_ENVIH_pH2	recruit_C	ENVI	2	liquid, solid phase extraction (ENVI-Carb, pH2)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	32_recruit_C_day13_PPL_pH8.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (PPL)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	32_recruit_C_day13_PPL_pH8	0.0328767	not applicable	exudate	not applicable	healthy	not applicable	not applicable	12/5/2024	Australia	not applicable	-19.26639000|146.80569001	-0.001								ENVO:01000050	ENVO:00002150			32	recruit_C_day13_PPL_pH8	recruit_C	PPL	8	liquid, solid phase extraction (PPL, pH8)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	33_recruit_C_day13_HLB_pH8.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (HLB)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	33_recruit_C_day13_HLB_pH8	0.0328767	not applicable	exudate	not applicable	healthy	not applicable	not applicable	12/5/2024	Australia	not applicable	-19.26639000|146.80569001	-0.001								ENVO:01000050	ENVO:00002150			33	recruit_C_day13_HLB_pH8	recruit_C	HLB	8	liquid, solid phase extraction (HLB, pH8)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	34_recruit_C_day13_ENVIH_pH8.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (ENVI-Carb)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	34_recruit_C_day13_ENVIH_pH8	0.0328767	not applicable	exudate	not applicable	healthy	not applicable	not applicable	12/5/2024	Australia	not applicable	-19.26639000|146.80569001	-0.001								ENVO:01000050	ENVO:00002150			34	recruit_C_day13_ENVIH_pH8	recruit_C	ENVI	8	liquid, solid phase extraction (ENVI-Carb, pH8)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	35_recruit_D_day12_PPL_pH2.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (PPL)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	35_recruit_D_day12_PPL_pH2	0.0328767	not applicable	exudate	not applicable	healthy	not applicable	not applicable	12/4/2024	Australia	not applicable	-19.26639000|146.80569001	-0.001								ENVO:01000050	ENVO:00002150			35	recruit_D_day12_PPL_pH2	recruit_D	PPL	2	liquid, solid phase extraction (PPL, pH2)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	36_recruit_D_day12_ENVIP_pH2.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (ENVI-Carb)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	36_recruit_D_day12_ENVIP_pH2	0.0328767	not applicable	exudate	not applicable	healthy	not applicable	not applicable	12/4/2024	Australia	not applicable	-19.26639000|146.80569001	-0.001								ENVO:01000050	ENVO:00002150			36	recruit_D_day12_ENVIP_pH2	recruit_D	ENVI	2	liquid, solid phase extraction (ENVI-Carb, pH2)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	37_recruit_D_day12_HLB_pH2.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (HLB)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	37_recruit_D_day12_HLB_pH2	0.0328767	not applicable	exudate	not applicable	healthy	not applicable	not applicable	12/4/2024	Australia	not applicable	-19.26639000|146.80569001	-0.001								ENVO:01000050	ENVO:00002150			37	recruit_D_day12_HLB_pH2	recruit_D	HLB	2	liquid, solid phase extraction (HLB, pH2)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	38_recruit_D_day12_ENVIH_pH2.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (ENVI-Carb)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	38_recruit_D_day12_ENVIH_pH2	0.0328767	not applicable	exudate	not applicable	healthy	not applicable	not applicable	12/4/2024	Australia	not applicable	-19.26639000|146.80569001	-0.001								ENVO:01000050	ENVO:00002150			38	recruit_D_day12_ENVIH_pH2	recruit_D	ENVI	2	liquid, solid phase extraction (ENVI-Carb, pH2)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	39_recruit_D_day13_PPL_pH8.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (PPL)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	39_recruit_D_day13_PPL_pH8	0.0328767	not applicable	exudate	not applicable	healthy	not applicable	not applicable	12/5/2024	Australia	not applicable	-19.26639000|146.80569001	-0.001								ENVO:01000050	ENVO:00002150			39	recruit_D_day13_PPL_pH8	recruit_D	PPL	8	liquid, solid phase extraction (PPL, pH8)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	40_recruit_D_day13_ENVIP_pH8.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (ENVI-Carb)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	40_recruit_D_day13_ENVIP_pH8	0.0328767	not applicable	exudate	not applicable	healthy	not applicable	not applicable	12/5/2024	Australia	not applicable	-19.26639000|146.80569001	-0.001								ENVO:01000050	ENVO:00002150			40	recruit_D_day13_ENVIP_pH8	recruit_D	ENVI	8	liquid, solid phase extraction (ENVI-Carb, pH8)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	41_recruit_D_day13_HLB_pH8.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (HLB)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	41_recruit_D_day13_HLB_pH8	0.0328767	not applicable	exudate	not applicable	healthy	not applicable	not applicable	12/5/2024	Australia	not applicable	-19.26639000|146.80569001	-0.001								ENVO:01000050	ENVO:00002150			41	recruit_D_day13_HLB_pH8	recruit_D	HLB	8	liquid, solid phase extraction (HLB, pH8)	methanol-water (1:3, 1:1, 3:1), methanol 100%
MSV000097815	42_recruit_D_day13_ENVIH_pH8.mzML	animal	marine_coral	45264|Acropora millepora	2025	liquid, solid phase extraction (ENVI-Carb)	methanol (100%)	sulfadimethoxine	Orbitrap Exploris 240|MS:1003094	electrospray ionization (positive)	reverse phase (polar-C18)	42_recruit_D_day13_ENVIH_pH8	0.0328767	not applicable	exudate	not applicable	healthy	not applicable	not applicable	12/5/2024	Australia	not applicable	-19.26639000|146.80569001	-0.001								ENVO:01000050	ENVO:00002150			42	recruit_D_day13_ENVIH_pH8	recruit_D	ENVI	8	liquid, solid phase extraction (ENVI-Carb, pH8)	methanol-water (1:3, 1:1, 3:1), methanol 100%
