MassiveID	filename	qiita_sample_name	SampleCollectionDateandTime	YearOfAnalysis	SampleType	ENVOEnvironmentBiome	ATTRIBUTE_	ATTRIBUTE_empo_1	ATTRIBUTE_empo_2	ATTRIBUTE_empo_3	ATTRIBUTE_env_biome	ATTRIBUTE_env_feature	ENVOEnvironmentMaterial	ATTRIBUTE_env_package	ATTRIBUTE_geo_loc_name	Country	ATTRIBUTE_host_subject_id	LatitudeandLongitude	ATTRIBUTE_location	ATTRIBUTE_material	ATTRIBUTE_moisture	ATTRIBUTE_physical_specimen_location	ATTRIBUTE_physical_specimen_remaining	qiita_study_id	ATTRIBUTE_sample_type2	ATTRIBUTE_title	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_6-6..mzML	11950.control.Plywood.wet.TP5	07/30/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	treated wood	built environment	USA:IL:Chicago	United States of America	TP5	41.83|-87.68	control	Plywood	wet	U Chicago	False	11950	Plywood	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_7-6.mzML	11950.control.Plywood.wet.TP6	08/04/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	treated wood	built environment	USA:IL:Chicago	United States of America	TP6	41.83|-87.68	control	Plywood	wet	U Chicago	False	11950	Plywood	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_1-16.mzML	11950.loc1.Gypsum.dry.TP0	07/05/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	gypsum	built environment	USA:IL:Chicago	United States of America	TP0	41.83|-87.68	loc1	Gypsum	dry	U Chicago	False	11950	Gypsum	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_2-12.mzML	11950.loc1.Gypsum.dry.TP1	07/10/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	gypsum	built environment	USA:IL:Chicago	United States of America	TP1	41.83|-87.68	loc1	Gypsum	dry	U Chicago	False	11950	Gypsum	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_3-12.mzML	11950.loc1.Gypsum.dry.TP2	07/15/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	gypsum	built environment	USA:IL:Chicago	United States of America	TP2	41.83|-87.68	loc1	Gypsum	dry	U Chicago	False	11950	Gypsum	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_4-12.mzML	11950.loc1.Gypsum.dry.TP3	07/20/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	gypsum	built environment	USA:IL:Chicago	United States of America	TP3	41.83|-87.68	loc1	Gypsum	dry	U Chicago	False	11950	Gypsum	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_5-12.mzML	11950.loc1.Gypsum.dry.TP4	07/25/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	gypsum	built environment	USA:IL:Chicago	United States of America	TP4	41.83|-87.68	loc1	Gypsum	dry	U Chicago	False	11950	Gypsum	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_6-12.mzML	11950.loc1.Gypsum.dry.TP5	07/30/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	gypsum	built environment	USA:IL:Chicago	United States of America	TP5	41.83|-87.68	loc1	Gypsum	dry	U Chicago	False	11950	Gypsum	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_7-12.mzML	11950.loc1.Gypsum.dry.TP6	08/04/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	gypsum	built environment	USA:IL:Chicago	United States of America	TP6	41.83|-87.68	loc1	Gypsum	dry	U Chicago	False	11950	Gypsum	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_2-16.mzML	11950.loc1.Gypsum.wet.TP1	07/10/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	gypsum	built environment	USA:IL:Chicago	United States of America	TP1	41.83|-87.68	loc1	Gypsum	wet	U Chicago	False	11950	Gypsum	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_3-16.mzML	11950.loc1.Gypsum.wet.TP2	07/15/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	gypsum	built environment	USA:IL:Chicago	United States of America	TP2	41.83|-87.68	loc1	Gypsum	wet	U Chicago	False	11950	Gypsum	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_4-16.mzML	11950.loc1.Gypsum.wet.TP3	07/20/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	gypsum	built environment	USA:IL:Chicago	United States of America	TP3	41.83|-87.68	loc1	Gypsum	wet	U Chicago	False	11950	Gypsum	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_5-16.mzML	11950.loc1.Gypsum.wet.TP4	07/25/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	gypsum	built environment	USA:IL:Chicago	United States of America	TP4	41.83|-87.68	loc1	Gypsum	wet	U Chicago	False	11950	Gypsum	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_6-16.mzML	11950.loc1.Gypsum.wet.TP5	07/30/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	gypsum	built environment	USA:IL:Chicago	United States of America	TP5	41.83|-87.68	loc1	Gypsum	wet	U Chicago	False	11950	Gypsum	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_7-16.mzML	11950.loc1.Gypsum.wet.TP6	08/04/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	gypsum	built environment	USA:IL:Chicago	United States of America	TP6	41.83|-87.68	loc1	Gypsum	wet	U Chicago	False	11950	Gypsum	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_1-15.mzML	11950.loc1.MDF.dry.TP0	07/05/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	anthropogenic environmental material	built environment	USA:IL:Chicago	United States of America	TP0	41.83|-87.68	loc1	MDF	dry	U Chicago	False	11950	MDF	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_2-11.mzML	11950.loc1.MDF.dry.TP1	07/10/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	anthropogenic environmental material	built environment	USA:IL:Chicago	United States of America	TP1	41.83|-87.68	loc1	MDF	dry	U Chicago	False	11950	MDF	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_3-11.mzML	11950.loc1.MDF.dry.TP2	07/15/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	anthropogenic environmental material	built environment	USA:IL:Chicago	United States of America	TP2	41.83|-87.68	loc1	MDF	dry	U Chicago	False	11950	MDF	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_4-11.mzML	11950.loc1.MDF.dry.TP3	07/20/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	anthropogenic environmental material	built environment	USA:IL:Chicago	United States of America	TP3	41.83|-87.68	loc1	MDF	dry	U Chicago	False	11950	MDF	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_5-11.mzML	11950.loc1.MDF.dry.TP4	07/25/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	anthropogenic environmental material	built environment	USA:IL:Chicago	United States of America	TP4	41.83|-87.68	loc1	MDF	dry	U Chicago	False	11950	MDF	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_6-11.mzML	11950.loc1.MDF.dry.TP5	07/30/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	anthropogenic environmental material	built environment	USA:IL:Chicago	United States of America	TP5	41.83|-87.68	loc1	MDF	dry	U Chicago	False	11950	MDF	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_7-11.mzML	11950.loc1.MDF.dry.TP6	08/04/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	anthropogenic environmental material	built environment	USA:IL:Chicago	United States of America	TP6	41.83|-87.68	loc1	MDF	dry	U Chicago	False	11950	MDF	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_2-15.mzML	11950.loc1.MDF.wet.TP1	07/10/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	anthropogenic environmental material	built environment	USA:IL:Chicago	United States of America	TP1	41.83|-87.68	loc1	MDF	wet	U Chicago	False	11950	MDF	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_3-15.mzML	11950.loc1.MDF.wet.TP2	07/15/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	anthropogenic environmental material	built environment	USA:IL:Chicago	United States of America	TP2	41.83|-87.68	loc1	MDF	wet	U Chicago	False	11950	MDF	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_4-15.mzML	11950.loc1.MDF.wet.TP3	07/20/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	anthropogenic environmental material	built environment	USA:IL:Chicago	United States of America	TP3	41.83|-87.68	loc1	MDF	wet	U Chicago	False	11950	MDF	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_5-15.mzML	11950.loc1.MDF.wet.TP4	07/25/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	anthropogenic environmental material	built environment	USA:IL:Chicago	United States of America	TP4	41.83|-87.68	loc1	MDF	wet	U Chicago	False	11950	MDF	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_6-15.mzML	11950.loc1.MDF.wet.TP5	07/30/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	anthropogenic environmental material	built environment	USA:IL:Chicago	United States of America	TP5	41.83|-87.68	loc1	MDF	wet	U Chicago	False	11950	MDF	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_7-15.mzML	11950.loc1.MDF.wet.TP6	08/04/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	anthropogenic environmental material	built environment	USA:IL:Chicago	United States of America	TP6	41.83|-87.68	loc1	MDF	wet	U Chicago	False	11950	MDF	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_1-13.mzML	11950.loc1.MFGypsum.dry.TP0	07/05/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	gypsum	built environment	USA:IL:Chicago	United States of America	TP0	41.83|-87.68	loc1	MFGypsum	dry	U Chicago	False	11950	MFGypsum	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_2-9.mzML	11950.loc1.MFGypsum.dry.TP1	07/10/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	gypsum	built environment	USA:IL:Chicago	United States of America	TP1	41.83|-87.68	loc1	MFGypsum	dry	U Chicago	False	11950	MFGypsum	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_3-9.mzML	11950.loc1.MFGypsum.dry.TP2	07/15/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	gypsum	built environment	USA:IL:Chicago	United States of America	TP2	41.83|-87.68	loc1	MFGypsum	dry	U Chicago	False	11950	MFGypsum	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_4-9.mzML	11950.loc1.MFGypsum.dry.TP3	07/20/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	gypsum	built environment	USA:IL:Chicago	United States of America	TP3	41.83|-87.68	loc1	MFGypsum	dry	U Chicago	False	11950	MFGypsum	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_5-9.mzML	11950.loc1.MFGypsum.dry.TP4	07/25/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	gypsum	built environment	USA:IL:Chicago	United States of America	TP4	41.83|-87.68	loc1	MFGypsum	dry	U Chicago	False	11950	MFGypsum	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_6-9.mzML	11950.loc1.MFGypsum.dry.TP5	07/30/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	gypsum	built environment	USA:IL:Chicago	United States of America	TP5	41.83|-87.68	loc1	MFGypsum	dry	U Chicago	False	11950	MFGypsum	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_7-9.mzML	11950.loc1.MFGypsum.dry.TP6	08/04/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	gypsum	built environment	USA:IL:Chicago	United States of America	TP6	41.83|-87.68	loc1	MFGypsum	dry	U Chicago	False	11950	MFGypsum	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_2-13.mzML	11950.loc1.MFGypsum.wet.TP1	07/10/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	gypsum	built environment	USA:IL:Chicago	United States of America	TP1	41.83|-87.68	loc1	MFGypsum	wet	U Chicago	False	11950	MFGypsum	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_3-13.mzML	11950.loc1.MFGypsum.wet.TP2	07/15/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	gypsum	built environment	USA:IL:Chicago	United States of America	TP2	41.83|-87.68	loc1	MFGypsum	wet	U Chicago	False	11950	MFGypsum	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_4-13.mzML	11950.loc1.MFGypsum.wet.TP3	07/20/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	gypsum	built environment	USA:IL:Chicago	United States of America	TP3	41.83|-87.68	loc1	MFGypsum	wet	U Chicago	False	11950	MFGypsum	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_5-13.mzML	11950.loc1.MFGypsum.wet.TP4	07/25/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	gypsum	built environment	USA:IL:Chicago	United States of America	TP4	41.83|-87.68	loc1	MFGypsum	wet	U Chicago	False	11950	MFGypsum	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
MSV000086209	20160906_pgk965_SloanSurfaceProject_Metabolomics_6-13.mzML	11950.loc1.MFGypsum.wet.TP5	07/30/2016 12:00	2016	environmental	urban biome	29-Jun	Free-living	Non-saline	Surface (non-saline)	urban biome	anthropogenic environmental material	gypsum	built environment	USA:IL:Chicago	United States of America	TP5	41.83|-87.68	loc1	MFGypsum	wet	U Chicago	False	11950	MFGypsum	Microbial and Metabolic Succession on Common Building Materials Under High Humidity Conditions	Q Exactive Plus|MS:1002634	electrospray ionization (positive)	reverse phase (polar-C18)
