MassiveID	filename	qiita_sample_name	NCBITaxonomy	LatitudeandLongitude	SampleCollectionDateandTime	DepthorAltitudeMeters	ENVOEnvironmentBiome	UBERONBodyPartName	ENVOEnvironmentMaterial	BiologicalSex	SubjectIdentifierAsRecorded	SampleType	emp500_shotgun_assembly_sample_name	cur_land_use	cur_vegetation	depth_sample	description	diet_category_12	diet_category_3	dominant_cover_2m	captive_wild	emp500_study_id	emp500_title	empo_2	empo_3	empo_4	empo_salinity	empo_v2_2	empo_v2_3a	empo_v2_3b	empo_v2_4a	empo_v2_4b	env_feature	env_material	env_package	environmental_package	host_body_product	host_body_site	host_class	host_common_name	host_common_name_provided	host_diet	host_disease_stat	host_family	host_family_relationship	host_flight	host_head_width_mm	host_height	host_last_meal	host_length_mm	host_life_stage	lcms_batch	lcms_extraction_protocol	lcms_position	lcms_replicate
MSV000083475	resusp_solvent_20190207170708.mzML	13114.lcms.blank.solvent.45	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	yes
MSV000083475	resusp_solvent_20190208171241.mzML	13114.lcms.blank.solvent.46	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_20190208072018.mzML	13114.lcms.blank.solvent.47	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_20190208105835.mzML	13114.lcms.blank.solvent.48	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_20190208141005.mzML	13114.lcms.blank.solvent.49	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_20190207213222.mzML	13114.lcms.blank.solvent.50	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_20190208004355.mzML	13114.lcms.blank.solvent.51	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_20190208032833.mzML	13114.lcms.blank.solvent.52	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_20190209085313.mzML	13114.lcms.blank.solvent.53	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_20190209035422.mzML	13114.lcms.blank.solvent.54	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_20190209004250.mzML	13114.lcms.blank.solvent.55	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_20190209070552.mzML	13114.lcms.blank.solvent.56	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_20190210160628.mzML	13114.lcms.blank.solvent.57	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_20190211093621.mzML	13114.lcms.blank.solvent.58	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_20190211215134.mzML	13114.lcms.blank.solvent.59	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_20190211083210.mzML	13114.lcms.blank.solvent.60	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_20190210214914.mzML	13114.lcms.blank.solvent.61	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_20190211235614.mzML	13114.lcms.blank.solvent.62	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_20190210123419.mzML	13114.lcms.blank.solvent.63	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_20190210175354.mzML	13114.lcms.blank.solvent.64	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_20190210052727.mzML	13114.lcms.blank.solvent.65	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_20190211101934.mzML	13114.lcms.blank.solvent.66	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_20190210100305.mzML	13114.lcms.blank.solvent.67	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_20190203110145.mzML	13114.lcms.blank.solvent.68	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_20190203143827.mzML	13114.lcms.blank.solvent.69	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_20190203042550.mzML	13114.lcms.blank.solvent.70	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_20190203075028.mzML	13114.lcms.blank.solvent.71	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_20190203011438.mzML	13114.lcms.blank.solvent.72	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_20190203195315.mzML	13114.lcms.blank.solvent.73	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_20190204032256.mzML	13114.lcms.blank.solvent.74	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_20190203233127.mzML	13114.lcms.blank.solvent.75	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_20190204103907.mzML	13114.lcms.blank.solvent.76	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_20190205211403.mzML	13114.lcms.blank.solvent.77	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_20190205102713.mzML	13114.lcms.blank.solvent.78	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_20190205071603.mzML	13114.lcms.blank.solvent.79	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_20190205144855.mzML	13114.lcms.blank.solvent.80	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_20190205004007.mzML	13114.lcms.blank.solvent.81	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_20190205180005.mzML	13114.lcms.blank.solvent.82	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_20190205035125.mzML	13114.lcms.blank.solvent.83	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	2b10_blank.mzML	13114.lcms.blank.solvent.84	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	2	bulk_201901_ucsd	2b10	yes
MSV000083475	resusp_solvent_20190206004857.mzML	13114.lcms.blank.solvent.85	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_20190204072750.mzML	13114.lcms.blank.solvent.86	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	no
MSV000083475	resusp_solvent_temp.mzML	13114.lcms.blank.solvent.87	not applicable|Not applicable	32.5|-117.25	not applicable	not applicable		not applicable		not applicable	not applicable		not applicable	not applicable	not applicable	not applicable	lcms control	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	Negative	Sterile water blank	Sterile water blank	Non-saline	Control	Negative	Negative	Sterile water blank	Sterile water blank	research facility	sterile water	misc environment	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	bulk_201901_ucsd	not applicable	yes
