MassiveID	filename	SampleType	SampleTypeSub1	YearOfAnalysis	SampleCollectionMethod	SampleExtractionMethod	InternalStandardsUsed	MassSpectrometer	IonizationSourceAndPolarity	ChromatographyAndPhase	SubjectIdentifierAsRecorded	AgeInYears	BiologicalSex	UBERONBodyPartName	TermsofPosition	HealthStatus	DOIDCommonName	ComorbidityListDOIDIndex	SampleCollectionDateandTime	Country	HumanPopulationDensity	LatitudeandLongitude	DepthorAltitudeMeters	qiita_sample_name	LifeStage	UBERONOntologyIndex	DOIDOntologyIndex	sample_code_rosetta	ATTRIBUTE_STATION	ATTRIBUTE_DEPTH	ATTRIBUTE_temp	ATTRIBUTE_sal	ATTRIBUTE_Sbeox0Mg/L	ATTRIBUTE_par	ATTRIBUTE_par1	ATTRIBUTE_spar	ATTRIBUTE_fl-eco-afl	ATTRIBUTE_turb	ATTRIBUTE_CStarTr0.(%)	ATTRIBUTE_Leu_ratio	ATTRIBUTE_leu.ratio.st.des	ATTRIBUTE_LONGHURST	ATTRIBUTE_LONGHURST_name
MSV000096004	AN1WDOC_PPL_004_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/18/2020 09.30	not applicable	not applicable	37.91|-15.974	-2000.0	not specified	not specified	not applicable	not applicable	AN1_ST01_DEEP4	ST01	depth2	4.235211	35.07754	7.891511	1e-12									
MSV000096004	AN1WDOC_PPL_005_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/18/2020 09.30	not applicable	not applicable	37.91|-15.974	-850.0	not specified	not specified	not applicable	not applicable	AN1_ST01_DEEP3	ST01	depth1	10.54717	35.82174	5.596578	1e-12									
MSV000096004	AN1WDOC_PPL_006_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/19/2020 13.00	not applicable	not applicable	35.735|-19.166	-105.0	not specified	not specified	not applicable	not applicable	AN1_ST02_DCM	ST02	DCM	15.96911	36.10023	7.238178	0.533107									
MSV000096004	AN1WDOC_PPL_007_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/19/2020 13.00	not applicable	not applicable	35.735|-19.166	-5.0	not specified	not specified	not applicable	not applicable	AN1_ST02_SURF	ST02	surf	17.8273	36.31678	7.475542	102.0943									
MSV000096004	AN1WDOC_PPL_008_POS_blk.mzML	blank_analysis	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/19/2020 13.00	not applicable	not applicable	35.735|-19.166		not specified	not specified	not applicable	not applicable	AN1_ST02_BLK	ST02	blk													
MSV000096004	AN1WDOC_PPL_009_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/20/2020 10.00	not applicable	not applicable	32.18|-21.53	-5.0	not specified	not specified	not applicable	not applicable	AN1_ST03_SURF	ST03	surf	19.94809	36.79568	7.1203	59.44767									
MSV000096004	AN1WDOC_PPL_010_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/20/2020 10.00	not applicable	not applicable	32.18|-21.53	-115.0	not specified	not specified	not applicable	not applicable	AN1_ST03_DCM	ST03	DCM	18.4922	36.55552	6.8942	0.522127									
MSV000096004	AN1WDOC_PPL_011_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/21/2020 10.00	not applicable	not applicable	28.651429|-23.396353	-125.0	not specified	not specified	not applicable	not applicable	AN1_ST04_DCM	ST04	DCM	19.45175	36.73379	7.0329	1.34489									
MSV000096004	AN1WDOC_PPL_012_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/21/2020 10.00	not applicable	not applicable	28.651429|-23.396353	-75.0	not specified	not specified	not applicable	not applicable	AN1_ST04_DEEP1	ST04	1%PAR	21.4077	37.04702	6.980111	12.0754									
MSV000096004	AN1WDOC_PPL_013_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/21/2020 10.00	not applicable	not applicable	28.651429|-23.396353	-5.0	not specified	not specified	not applicable	not applicable	AN1_ST04_SURF	ST04	surf	21.41164	37.05027	6.98766	296.286									
MSV000096004	AN1WDOC_PPL_014_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/21/2020 10.00	not applicable	not applicable	28.651429|-23.396353	-900.0	not specified	not specified	not applicable	not applicable	AN1_ST04_DEEP3	ST04	depth1	8.278478	35.27867	4.503167	1e-12									
MSV000096004	AN1WDOC_PPL_015_POS_blk.mzML	blank_analysis	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/21/2020 10.00	not applicable	not applicable	28.651429|-23.396353	-2000.0	not specified	not specified	not applicable	not applicable	AN1_ST04_DEEP4	ST04	depth2	4.380833	35.10799	7.214922	1e-12									
MSV000096004	AN1WDOC_PPL_016_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/22/2020 09.00	not applicable	not applicable	25.63|-24.41	-5.0	not specified	not specified	not applicable	not applicable	AN1_ST05_SURF	ST05	surf	22.87721	37.25376	6.778858	36.40842									
MSV000096004	AN1WDOC_PPL_017_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/22/2020 09.00	not applicable	not applicable	25.63|-24.41	-120.0	not specified	not specified	not applicable	not applicable	AN1_ST05_DCM	ST05	DCM	20.21228	36.88646	7.072178	0.139486									
MSV000096004	AN1WDOC_PPL_018_POS_blk.mzML	blank_analysis	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/22/2020 09.00	not applicable	not applicable	25.63|-24.41		not specified	not specified	not applicable	not applicable	AN1_ST05_BLK	ST05	blk													
MSV000096004	AN1WDOC_PPL_019_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/23/2020 09.00	not applicable	not applicable	22.22|-26.63	-5.0	not specified	not specified	not applicable	not applicable	AN1_ST06_SURF	ST06	surf	23.58522	36.96421	6.701357	49.74864									
MSV000096004	AN1WDOC_PPL_020_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/24/2020 09.00	not applicable	not applicable	18.87|-28.319	-5.0	not specified	not specified	not applicable	not applicable	AN1_ST07_SURF	ST07	surf	24.03418	36.9049	6.598455	175.9709									
MSV000096004	AN1WDOC_PPL_021_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/24/2020 09.00	not applicable	not applicable	18.87|-28.319	-85.0	not specified	not specified	not applicable	not applicable	AN1_ST07_DCM	ST07	DCM	20.83519	36.83472	5.819167	1.402033									
MSV000096004	AN1WDOC_PPL_022_POS_exp.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/24/2020 09.00	not applicable	not applicable	18.87|-28.319	-5.0	not specified	not specified	not applicable	not applicable	AN1_DOCLAB_EXP1_1A		surf													
MSV000096004	AN1WDOC_PPL_023_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/25/2020 09.00	not applicable	not applicable	14.97|-28.77	-5.0	not specified	not specified	not applicable	not applicable	AN1_ST08_SURF	ST08	surf	25.45619	35.45672	6.4777	223.1486									
MSV000096004	AN1WDOC_PPL_024_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/26/2020 09.00	not applicable	not applicable	10.87|-29.23	-5.0	not specified	not specified	not applicable	not applicable	AN1_ST09_SURF	ST09	surf	26.41257	35.56097	6.359056	13.35489									
MSV000096004	AN1WDOC_PPL_025_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/26/2020 09.00	not applicable	not applicable	10.87|-29.23	-60.0	not specified	not specified	not applicable	not applicable	AN1_ST09_DCM	ST09	DCM	18.76431	35.79935	4.01898	0.46325									
MSV000096004	AN1WDOC_PPL_026_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/26/2020 09.00	not applicable	not applicable	10.87|-29.23	-50.0	not specified	not specified	not applicable	not applicable	AN1_ST09_DEEP1	ST09	1%PAR	19.96724	35.85348	4.609678	0.850147									
MSV000096004	AN1WDOC_PPL_027_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/26/2020 09.00	not applicable	not applicable	10.87|-29.23	-400.0	not specified	not specified	not applicable	not applicable	AN1_ST09_DEEP3	ST09	depth1	10.51349	35.15079	1.3982	0.078412									
MSV000096004	AN1WDOC_PPL_028_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/26/2020 09.00	not applicable	not applicable	10.87|-29.23	-2000.0	not specified	not specified	not applicable	not applicable	AN1_ST09_DEEP4	ST09	depth2	3.5766	34.96057	7.570467	0.078412									
MSV000096004	AN1WDOC_PPL_029_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/27/2020 09.00	not applicable	not applicable	7.34|-29.581	-5.0	not specified	not specified	not applicable	not applicable	AN1_ST10_SURF	ST10	surf	27.46196	34.9785	6.32925	472.0543									
MSV000096004	AN1WDOC_PPL_030_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/28/2020 09.00	not applicable	not applicable	3.83|-29.86	-5.0	not specified	not specified	not applicable	not applicable	AN1_ST11_SURF	ST11	surf	27.92995	35.41465	6.253864	65.56064									
MSV000096004	AN1WDOC_PPL_030S_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/28/2020 09.00	not applicable	not applicable	3.83|-29.86	-5.0	not specified	not specified	not applicable	not applicable	AN1_ST11_SURF	ST11	surf	27.92995	35.41465	6.253864	65.56064									
MSV000096004	AN1WDOC_PPL_031_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/28/2020 09.00	not applicable	not applicable	3.83|-29.86	-77.0	not specified	not specified	not applicable	not applicable	AN1_ST11_DCM	ST11	DCM	25.5737	36.32763	5.2962	1.7385									
MSV000096004	AN1WDOC_PPL_032_POS_blk.mzML	blank_analysis	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/28/2020 09.00	not applicable	not applicable	3.83|-29.86		not specified	not specified	not applicable	not applicable	AN1_ST11_BLK	ST11	blk													
MSV000096004	AN1WDOC_PPL_032S_POS_blk.mzML	blank_analysis	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/28/2020 09.00	not applicable	not applicable	3.83|-29.86		not specified	not specified	not applicable	not applicable	AN1_ST11_BLK	ST11	blk													
MSV000096004	AN1WDOC_PPL_033_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/29/2020 09.00	not applicable	not applicable	0.14|-30.5	-5.0	not specified	not specified	not applicable	not applicable	AN1_ST12_SURF	ST12	surf	27.04079	36.30173	6.242422	332.3444									
MSV000096004	AN1WDOC_PPL_034_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/29/2020 09.00	not applicable	not applicable	0.14|-30.5	-48.0	not specified	not specified	not applicable	not applicable	AN1_ST12_DCM	ST12	DCM	26.45322	36.25945	6.11134	18.4009									
MSV000096004	AN1WDOC_PPL_035_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/29/2020 09.00	not applicable	not applicable	0.14|-30.5	-78.0	not specified	not specified	not applicable	not applicable	AN1_ST12_DEEP1	ST12	1%PAR	22.28089	36.11756	4.705389	9.380633									
MSV000096004	AN1WDOC_PPL_036_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/29/2020 09.00	not applicable	not applicable	0.14|-30.5	-400.0	not specified	not specified	not applicable	not applicable	AN1_ST12_DEEP3	ST12	depth1	8.437422	34.73436	4.181456	0.078411									
MSV000096004	AN1WDOC_PPL_037_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/30/2020 09.00	not applicable	not applicable	0.14|-30.5	-2000.0	not specified	not specified	not applicable	not applicable	AN1_ST12_DEEP4	ST12	depth2	3.608211	34.96061	7.847722	0.078411									
MSV000096004	AN1WDOC_PPL_038_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/31/2020 09.00	not applicable	not applicable	-2.98|-30.93	-5.0	not specified	not specified	not applicable	not applicable	AN1_ST13_SURF	ST13	surf	26.94436	36.23996	6.324364	616.235									
MSV000096004	AN1WDOC_PPL_043_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	12/31/2020 09.00	not applicable	not applicable	-6.77|-31.33	-120.0	not specified	not specified	not applicable	not applicable	AN1_ST14_SURF	ST14	DCM	27.47879	36.46231	6.258355	203.5282									
MSV000096004	AN1WDOC_PPL_044_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/02/2021 09.00	not applicable	not applicable	-6.77|-31.33	-5.0	not specified	not specified	not applicable	not applicable	AN1_ST14_DCM	ST14	surf	22.22332	36.62498	5.76739	3.29997									
MSV000096004	AN1WDOC_PPL_046_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/02/2021 09.00	not applicable	not applicable	-14.368|-33.91	-5.0	not specified	not specified	not applicable	not applicable	AN1_ST15_SURF	ST15	surf	26.94217	37.28707	6.319544	817.4744									
MSV000096004	AN1WDOC_PPL_047_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/02/2021 09.00	not applicable	not applicable	-14.368|-33.91	-145.0	not specified	not specified	not applicable	not applicable	AN1_ST15_DCM	ST15	DCM	24.00393	37.12836	6.47152	1.80994									
MSV000096004	AN1WDOC_PPL_048_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/02/2021 09.00	not applicable	not applicable	-14.368|-33.91	-80.0	not specified	not specified	not applicable	not applicable	AN1_ST15_DEEP1	ST15	1%PAR	25.38272	37.34504	6.619056	88.34378									
MSV000096004	AN1WDOC_PPL_049_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/02/2021 09.00	not applicable	not applicable	-14.368|-33.91	-350.0	not specified	not specified	not applicable	not applicable	AN1_ST15_DEEP3	ST15	depth1	11.57427	35.07021	4.065167	0.078412									
MSV000096004	AN1WDOC_PPL_050_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/03/2021 09.00	not applicable	not applicable	-17.781|-35.26	-2000.0	not specified	not specified	not applicable	not applicable	AN1_ST15_DEEP4	ST15	depth2	3.309478	34.94281	7.858944	0.078411									
MSV000096004	AN1WDOC_PPL_051_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/03/2021 09.00	not applicable	not applicable	-17.781|-35.26	-5.0	not specified	not specified	not applicable	not applicable	AN1_ST16_SURF	ST16	surf	27.47857	37.30861	6.511107	1221.557									
MSV000096004	AN1WDOC_PPL_052_POS_exp.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/04/2021 09.00	not applicable	not applicable	-21.29|-36.79	-5.0	not specified	not specified	not applicable	not applicable	AN1_DOCLAB_EXP2_1A		surf													
MSV000096004	AN1WDOC_PPL_053_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/04/2021 09.00	not applicable	not applicable	-21.29|-36.79	-5.0	not specified	not specified	not applicable	not applicable	AN1_ST17_SURF	ST17	surf	27.23523	37.23178	6.412467	921.9108									
MSV000096004	AN1WDOC_PPL_054_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/04/2021 09.00	not applicable	not applicable	-21.29|-36.79	-90.0	not specified	not specified	not applicable	not applicable	AN1_ST17_DCM	ST17	DCM	24.80399	37.21266	6.44622	11.3369									
MSV000096004	AN1WDOC_PPL_055_POS_blk.mzML	blank_analysis	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/04/2021 09.00	not applicable	not applicable	-21.29|-36.79		not specified	not specified	not applicable	not applicable	AN1_ST17_BLK	ST17	blk													
MSV000096004	AN1WDOC_PPL_056_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/05/2021 09.00	not applicable	not applicable	-24.9|-38.71	-5.0	not specified	not specified	not applicable	not applicable	AN1_ST18_SURF	ST18	surf	13.67707	34.18184	8.561756	233.8544									
MSV000096004	AN1WDOC_PPL_057_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/05/2021 09.00	not applicable	not applicable	-24.9|-38.71	-55.0	not specified	not specified	not applicable	not applicable	AN1_ST18_DCM	ST18	DCM	23.98663	37.05277	6.77744	21.4895									
MSV000096004	AN1WDOC_PPL_058_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/05/2021 09.00	not applicable	not applicable	-24.9|-38.71	-80.0	not specified	not specified	not applicable	not applicable	AN1_ST18_DEEP1	ST18	1%PAR	23.18609	36.97205	6.6437	26.96624									
MSV000096004	AN1WDOC_PPL_059_POS.mzML	environmental	dissolvedorganicmatter_water_saline	2021	liquid, solid phase extraction (PPL)	methanol (100%)	none	Orbitrap Eclipse|MS:1003029	electrospray ionization (positive)	reverse phase (C18)	not specified	not specified	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	01/05/2021 09.00	not applicable	not applicable	-24.9|-38.71	-570.0	not specified	not specified	not applicable	not applicable	AN1_ST18_DEEP3	ST18	depth1	9.622567	34.76183	5.876867	0.078412									
